intensitywo	intensity00	intensity030	intensity060	intensity090	intensity300	intensity3030	intensity3060	intensity3090	intensity600	intensity6030	intensity6060	intensity6090	intensity900	intensity9030	intensity9060	intensity9090
5.6	5.2	5.6	5.2	3.6	3.6	5.6	6.4	5.2	2.8	4	6	6.8	4	3.2	4.4	6.4
5.6	4.8	5.6	5.2	3.6	3.6	5.2	6	4.8	3.2	4	5.6	6	4	3.6	4.4	6
5.6	4.4	5.2	4.8	3.6	3.6	4.8	5.2	4.4	3.6	4	5.2	5.6	4	3.6	4.4	5.2
5.6	4.4	4.8	4.8	4	3.6	4.4	4.8	4.4	4	4	4.8	5.2	4.4	4.4	4.4	4.8
5.6	4.4	4.4	4.8	4.4	4	4	4.4	4	4.4	4	4.4	4.8	4.8	4.8	4.4	4.4
6	4.4	4	4.8	4.8	4.4	4	4	4	4.8	4.4	4.4	4.4	5.2	5.2	4.8	4.4
6.4	4.8	3.6	4.8	5.6	5.2	4	3.6	4	5.6	4.8	4.4	4	5.2	5.6	4.8	4
6.8	4.8	3.6	5.2	6.8	6	4	3.6	4	6.4	5.2	4.4	3.6	5.6	6	5.2	4
7.6	4.8	3.2	5.2	7.2	6.8	4	3.2	4.4	7.6	5.6	4.4	3.2	6	6.4	5.2	4
8.4	4.8	3.2	5.2	7.2	6.8	4	3.2	4.4	8	6	4.4	3.2	6.8	7.2	5.6	4
9.6	4.4	3.2	4.8	6.8	6.4	4	3.2	4.4	8.4	6	4.4	2.8	7.2	8	6	4
11.2	4.4	3.2	4.4	6.4	6	4	3.2	4.4	8	6	4.4	2.8	7.2	8	6.4	4
12	4	3.2	4.4	6	5.6	3.6	2.8	4	7.2	5.6	4	2.8	6.8	7.6	6.4	4
12.8	4	3.2	4	5.6	5.2	3.6	2.8	4	6.8	5.2	4	2.8	6.4	7.2	6	4
13.2	4	3.2	4	5.2	4.4	3.6	2.8	3.6	6	4.8	3.6	2.8	5.6	6.4	5.6	4
13.2	4	3.6	4	4.8	4	3.6	3.2	3.6	5.6	4.4	3.6	2.8	5.2	5.6	5.2	4
13.2	4.4	4	4	4.4	4	3.6	3.2	3.6	4.8	4.4	3.6	2.8	4.4	4.8	4.8	4
12.8	4.8	4.4	4.4	4	4	4	3.6	3.6	4.4	4.4	4	3.2	4.4	4.4	4.4	4
12.4	5.6	5.2	4.8	4	4	4.4	4	3.6	4	4	4.4	3.6	4	4	4.4	4.4
11.6	6.8	6.4	5.6	4	4	4.8	4.8	4	3.6	4	4.8	4.4	4	3.6	4.4	4.8
10.8	8	8	6.4	4	4.4	5.6	5.6	4.4	3.2	4	5.2	5.2	4	3.6	4	5.2
10	8.4	8.8	7.2	4	4.8	6.4	6.4	5.2	3.2	4.4	6	6	4	3.6	4	5.6
8.8	8.4	8.8	7.6	4.4	4.8	7.2	7.6	6	2.8	4.4	6.8	6.8	4.4	3.2	4.4	6
8	7.6	8.4	7.2	4.4	4.8	7.6	8	6.4	2.8	4.8	7.2	7.6	4.4	3.2	4.8	6.8
7.2	7.2	7.6	6.8	4.4	4.8	7.6	8	6.4	2.8	4.8	7.2	8	4.4	3.2	4.8	7.2
6.4	6.8	7.2	6.4	4.4	4.4	7.2	8	6.4	2.8	4.4	7.2	8	4.4	3.2	4.8	7.6
6	6.4	6.8	6	4	4.4	6.8	7.2	6	2.8	4.4	6.8	7.6	4.4	3.2	4.8	7.6
5.6	6	6.4	5.6	4	4	6	6.8	5.6	2.8	4.4	6.4	7.2	4.4	3.6	4.8	7.2
5.6	5.6	6	5.6	4	4	5.6	6.4	5.2	3.2	4.4	6	6.8	4.4	3.6	4.8	6.4
5.2	5.2	5.2	5.2	4	4	5.2	5.6	4.8	3.6	4.4	5.6	6.4	4.4	4	4.4	6
4.8	4.8	4.8	4.8	4	4	4.4	5.2	4.4	4	4.4	5.2	5.6	4.4	4.4	4.4	5.6
5.2	4.4	4.4	4.8	4.4	4	4	4.4	4.4	4.4	4.4	4.8	5.2	4.8	4.8	4.8	5.2
5.2	4.4	4	4.4	4.8	4.4	4	4	4	4.8	4.4	4.8	4.8	4.8	5.2	4.8	4.8
5.2	4.4	3.6	4.4	5.6	4.8	4	3.6	4	5.6	4.8	4.4	4.4	5.2	5.6	5.2	4.4
5.6	4.8	3.6	4.8	6	5.6	4	3.6	4	6.4	5.2	4.4	4	5.6	6	5.2	4.4
6.4	4.8	3.6	5.2	7.2	6.4	4	3.2	4.4	7.6	5.6	4.4	3.6	6	6.4	5.6	4.4
7.2	4.8	3.6	5.2	7.6	6.8	4	3.2	4.8	8.4	6	4.4	3.2	6.8	7.2	6	4.4
8	4.4	3.6	4.8	7.6	6.8	4	3.2	4.8	8.8	6.4	4.4	3.2	7.6	8	6.4	4.4
9.2	4.4	3.2	4.8	7.2	6.4	4	2.8	4.8	8.4	6.4	4.4	2.8	7.6	8.4	6.4	4.4
10.8	4	3.2	4.4	6.4	6	4	2.8	4.4	8	6	4.4	2.8	7.2	8.4	6.4	4.4
12.4	4	3.2	4	6	5.6	3.6	2.8	4.4	7.2	5.6	4	2.8	6.8	8	6.4	4
14	4	3.2	4	5.6	4.8	3.6	2.8	4	6.4	5.2	4	2.8	6	7.2	6	4
14.8	4	3.2	4	5.2	4.4	3.6	2.8	3.6	5.6	4.8	4	2.8	5.6	6	5.6	4
15.6	4	3.6	4	4.8	4	3.6	2.8	3.6	5.2	4.4	4	2.8	4.8	5.2	5.2	4
15.6	4	4	4	4.4	3.6	3.6	3.2	3.6	4.4	4	4	3.2	4.4	4.4	4.8	4
15.6	4.4	4.8	4.4	4	3.6	4	3.6	3.6	4	4	4	3.6	4.4	4	4.4	4
14.8	5.2	5.6	4.8	3.6	3.6	4.4	4	3.6	3.6	4	4.4	4	4	3.6	4.4	4.4
14.4	6	6.8	5.2	3.6	4	5.2	4.8	4	3.6	4	4.8	4.4	4	3.6	4.4	4.8
13.6	7.6	8.4	6	4	4.4	6	5.6	4.4	3.2	4	5.2	5.2	4	3.6	4.4	5.2
12.8	8.8	9.6	6.8	4.4	4.8	6.8	6.8	5.2	3.2	4.4	6	6	4	3.6	4.4	5.6
11.6	8.8	9.6	7.6	4.4	4.8	7.6	7.6	6	2.8	4.4	6.8	6.8	4.4	3.2	4.4	6
10.4	8.4	9.2	7.6	4.4	4.8	8	8.4	6.8	2.8	4.8	7.6	7.6	4.4	3.2	4.8	6.8
9.2	7.6	8.4	7.2	4.4	4.8	8	8.8	7.2	2.8	4.8	7.6	8	4.4	3.2	4.8	7.6
8	7.2	7.6	6.8	4	4.8	7.2	8.4	6.8	2.8	4.4	7.6	8	4.4	3.2	4.8	8
7.2	6.8	7.2	6.4	4	4.4	6.8	8	6.4	2.8	4.4	7.2	8	4.4	3.2	4.8	8
6.4	6.4	6.8	6	4	4	6.4	7.2	6	3.2	4.4	6.8	7.6	4.4	3.2	4.8	7.2
6	6	6.4	5.6	4	4	6	6.4	5.6	3.2	4	6.4	7.2	4.4	3.6	4.4	6.8
5.6	5.2	6	5.2	4	4	5.6	6	5.2	3.6	4	6	6.4	4.4	3.6	4.4	6
5.2	4.8	5.2	4.8	4	4	5.2	5.2	4.8	3.6	4	5.6	5.6	4.4	4	4.4	5.6
5.2	4.4	4.8	4.8	4	4	4.4	4.8	4.4	4	4.4	5.2	4.8	4.8	4.8	4.8	5.2
4.8	4.4	4.4	4.8	4.4	4	4	4.4	4.4	4.4	4.4	4.8	4.4	4.8	5.2	4.8	4.8
5.2	4.4	4	4.8	4.8	4.4	4	4	4.4	5.2	4.8	4.4	4	5.2	5.6	4.8	4.4
5.2	4.4	3.6	4.8	5.6	5.2	4	3.6	4.4	6	4.8	4.4	3.6	5.6	6	5.2	4.4
5.6	4.8	3.6	5.2	6.8	6	4	3.6	4.4	7.2	5.2	4.4	3.6	6	6.4	5.6	4.4
5.6	5.2	3.6	5.6	8	6.8	4.4	3.6	4.4	8.4	6	4.4	3.2	6.8	7.2	6	4.4
6	5.2	3.6	5.6	8.8	7.6	4.4	3.2	4.8	9.2	6.4	4.4	3.2	7.6	8	6.4	4.4
6.8	5.2	3.2	5.6	8.8	8	4.4	3.2	4.8	9.6	6.4	4.4	3.2	8.4	8.8	6.4	4.4
8	4.8	3.2	5.2	8	7.6	4.4	3.2	4.8	9.6	6.4	4.4	2.8	8.8	9.2	7.2	4.4
8.8	4.8	3.2	4.8	7.2	7.2	4.4	3.2	4.8	9.2	6.4	4.4	2.8	8.8	9.2	7.2	4.4
10.4	4.4	3.2	4.8	6.8	6.4	4.4	3.2	4.8	8.4	6	4.4	2.8	8	8.8	7.2	4.4
11.6	4	3.2	4.4	6	5.6	4	2.8	4.4	7.6	6	4	2.8	7.2	8	6.8	4.4
13.2	4	3.2	4.4	5.6	4.8	4	2.8	4.4	6.8	5.6	4	2.8	6.4	7.2	6	4.4
14	4	3.2	4	5.2	4.4	3.6	2.8	4	6	5.2	4	2.8	5.6	6.4	5.6	4
15.2	4	3.6	4	4.8	4	3.6	2.8	3.6	5.6	4.8	4	2.8	4.8	5.6	5.2	4
15.6	4	4	4	4.4	3.6	3.6	3.2	3.6	4.8	4.4	4	3.2	4.4	4.8	4.8	4
15.6	4.4	4.8	4.4	4	3.6	4	3.6	3.6	4.4	4	4	3.6	4.4	4.4	4.4	4
15.6	5.2	5.6	4.8	3.6	3.6	4.4	4.4	4	4	4	4.4	4.4	4	4	4.4	4.4
15.2	6	6.8	5.2	3.6	4	5.2	5.2	4.4	3.6	4	4.8	4.8	4	3.6	4.4	4.8
14.4	7.6	8.4	6	4	4.4	6	6	4.8	3.2	4	5.2	5.6	4	3.6	4.4	5.2
13.6	8.8	10	7.2	4.4	4.8	7.2	7.2	5.2	3.2	4.4	6	6.4	4	3.2	4.4	6
12.4	9.6	10.8	8	4.8	5.2	8	8.4	6	3.2	4.8	6.8	7.6	4	3.2	4.4	6.4
11.2	9.2	10.8	8.4	4.8	5.2	8.8	9.2	6.8	3.2	4.8	7.6	8.4	4.4	3.2	4.8	7.2
10	8.8	10	8	4.8	5.2	8.8	9.6	7.2	3.2	4.8	8.4	9.2	4.8	3.2	5.2	8
8.8	8	9.2	7.6	4.4	5.2	8.4	9.6	7.6	3.2	4.8	8.4	9.6	4.8	3.2	5.2	8.4
8	7.2	8.4	7.2	4.4	4.8	8	9.2	7.6	3.2	4.8	8	9.2	4.8	3.2	5.2	8.4
7.2	6.8	7.6	6.8	4.4	4.4	7.2	8.4	7.2	3.2	4.8	7.6	8.8	4.4	3.6	5.2	8.4
6.4	6	6.8	6.4	4.4	4.4	6.4	7.6	6.4	3.2	4.4	7.2	8	4.4	3.6	5.2	8
6	5.6	6.4	6	4.4	4.4	6	6.8	6	3.6	4.4	6.8	7.2	4.4	3.6	4.8	7.2
5.6	5.2	5.6	5.6	4.4	4.4	5.2	6	5.2	3.6	4.4	6.4	6.4	4.4	3.6	4.8	6.4
5.6	4.8	5.2	5.2	4.4	4.4	4.8	5.2	4.8	4	4.4	6	6	4.8	4	4.8	6
5.2	4.8	4.8	4.8	4.4	4.4	4.4	4.8	4.4	4.4	4.4	5.6	5.6	4.8	4.4	4.8	5.2
5.2	4.8	4.4	4.8	4.8	4.4	4.4	4.4	4.4	4.8	4.4	5.2	5.2	5.2	4.8	4.8	4.8
5.2	4.4	4	4.8	5.2	4.8	4.4	4	4.4	5.2	4.4	4.8	4.4	5.2	5.2	5.2	4.4
5.2	4.4	4	4.8	5.6	5.2	4.4	3.6	4.4	6	4.8	4.4	4	5.6	6	5.2	4.4
5.2	4.8	3.6	5.2	6.4	6	4.4	3.6	4.4	6.8	5.2	4.4	3.6	6	6.8	5.6	4.4
5.2	5.2	3.6	5.6	7.6	6.8	4.4	3.6	4.8	8	5.6	4.4	3.6	6.8	7.6	6	4.4
5.6	5.2	3.6	5.6	8.4	7.6	4.4	3.6	4.8	9.2	6	4.4	3.6	7.6	8	6.4	4.4
6	5.2	3.6	5.6	8.8	8	4.4	3.2	5.2	10	6.8	4.4	3.2	8.4	8.8	7.2	4.4
6.4	4.8	3.6	5.2	8.4	8	4.4	3.2	5.2	10.4	7.2	4.4	3.2	8.8	9.6	7.6	4.4
7.2	4.8	3.6	4.8	8	7.6	4.4	3.2	5.2	10	7.2	4.4	3.2	8.8	10	7.6	4.8
8.4	4.4	3.6	4.8	7.2	6.8	4.4	3.2	4.8	9.2	6.8	4.4	3.2	8.4	9.6	7.6	4.8
10	4.4	3.6	4.8	6.8	6	4	3.2	4.4	8.4	6.4	4.4	2.8	7.6	8.8	7.2	4.4
11.6	4.4	3.6	4.4	6	5.2	3.6	3.2	4	7.6	6	4	2.8	6.8	7.6	6.4	4.4
13.2	4.4	3.6	4.4	5.6	4.8	3.6	3.2	4	6.8	5.6	4	2.8	6	6.8	6	4.4
14.8	4	3.6	4.4	5.2	4.4	3.6	3.2	3.6	6	5.2	4	2.8	5.6	6	5.2	4
16	4	4	4.4	4.8	4	3.6	3.2	3.6	5.2	4.8	4	3.2	5.2	5.2	4.8	4
17.2	4	4	4.4	4.4	4	4	3.6	3.6	4.4	4.4	4	3.2	4.8	4.8	4.4	4
17.6	4.4	4.4	4.4	4	4	4	4	3.6	4	4	4.4	3.6	4.4	4.4	4.4	4.4
17.6	4.8	5.2	4.8	4	4	4.4	4.4	4	3.6	4	4.4	4	4.4	4	4.4	4.8
17.6	6	6	5.2	4	4	5.2	5.2	4.4	3.6	4	4.8	4.8	4.4	3.6	4.4	5.2
17.2	7.2	7.6	6	4	4.4	6	6	4.8	3.2	4	5.6	5.6	4.4	3.6	4.4	5.6
16.4	8.8	9.2	7.2	4	4.8	6.8	7.2	5.2	3.2	4.4	6	6	4.4	3.6	4.4	6
15.6	9.6	10.8	8	4.4	5.2	8	8.4	6	3.2	4.4	6.8	7.2	4.4	3.6	4.4	6.8
14.4	10	11.2	8.4	4.8	5.6	8.8	9.6	6.8	3.2	4.8	7.6	8.4	4.4	3.2	4.8	7.6
13.2	9.6	10.8	8.4	4.8	5.6	9.2	10.4	7.6	3.2	4.8	8	9.2	4.4	3.2	5.2	8.4
12	8.8	10	8	4.8	5.2	9.2	10.4	8	3.2	4.8	8.4	9.6	4.4	3.2	5.6	8.8
10.8	8	9.2	7.6	4.4	4.8	8.8	10	8	3.2	4.8	8.4	9.6	4.4	3.2	5.6	8.8
9.6	7.6	8.4	7.2	4.4	4.8	8	9.2	7.2	3.2	4.8	8	9.6	4.4	3.2	5.6	8.8
8.4	6.8	7.6	6.4	4.4	4.4	7.2	8.4	6.8	3.2	4.8	7.6	8.8	4.4	3.2	5.2	8.4
7.6	6	6.8	6	4.4	4.4	6.4	7.6	6	3.2	4.4	7.2	8	4.4	3.6	5.2	7.6
6.8	5.6	6.4	5.6	4.4	4.4	5.6	6.4	5.6	3.2	4.4	6.4	7.2	4.4	3.6	4.8	6.8
6	5.2	6	5.6	4.4	4.4	5.2	5.6	5.2	3.6	4.4	6	6.4	4.4	4	4.8	6.4
5.6	4.8	5.2	5.2	4.4	4.4	4.8	5.2	4.8	4	4.4	5.6	6	4.4	4	4.8	5.6
5.6	4.8	4.8	4.8	4.8	4.4	4.4	4.8	4.4	4.4	4.4	5.2	5.2	4.8	4.8	4.8	4.8
5.2	4.8	4.4	4.8	4.8	4.4	4.4	4.4	4.4	4.8	4.4	4.8	4.8	4.8	5.2	4.8	4.4
5.2	4.8	4	4.8	5.2	4.8	4.4	4.4	4.4	5.2	4.8	4.8	4.4	5.2	5.6	5.2	4.4
4.8	4.8	4	4.8	5.6	5.2	4.4	4	4.4	5.6	4.8	4.4	4	5.6	6	5.2	4.4
5.2	5.2	4	5.2	6.4	5.6	4.4	3.6	4.4	6.4	5.2	4.4	3.6	6	6.4	5.6	4.4
5.2	5.2	3.6	5.2	7.6	6.4	4.4	3.6	4.8	7.6	5.6	4.4	3.6	6.4	7.2	6	4.4
5.2	5.6	3.6	5.6	8.4	7.2	4.4	3.2	4.8	8.4	6	4.4	3.6	7.2	7.6	6.4	4.4
5.2	5.6	3.6	5.6	9.2	8	4.8	3.2	5.2	9.6	6.4	4.4	3.6	8	8.4	6.8	4.4
5.6	5.6	3.6	5.6	9.2	8.4	4.8	3.2	5.2	10.4	6.8	4.8	3.6	8.4	9.2	7.2	4.4
6	5.2	3.2	5.6	8.8	8.4	4.8	3.2	5.2	10.8	7.2	4.8	3.2	9.2	10	7.6	4.4
6.4	4.8	3.2	5.2	8	8	4.4	3.2	5.2	10.4	7.2	4.8	3.2	9.2	10	8	4.4
7.2	4.8	3.2	4.8	7.2	7.2	4.4	3.2	5.2	9.6	6.8	4.4	3.2	8.8	9.6	7.6	4.4
8	4.8	3.2	4.8	6.8	6.4	4.4	3.2	4.8	8.8	6.4	4.4	3.2	8	8.8	7.2	4.4
9.2	4.4	3.2	4.4	6.4	5.6	4	3.2	4.4	7.6	6	4	3.2	7.2	7.6	6.4	4.4
10.8	4	3.6	4.4	6	5.2	3.6	3.2	4	6.8	5.6	4	3.2	6.4	6.8	6	4.4
12	4	3.6	4	5.2	4.8	3.6	3.2	4	6	5.2	4	3.2	5.6	6	5.2	4
14	4	3.6	4	4.8	4.4	3.6	3.2	3.6	5.2	4.8	4	3.2	5.2	5.6	5.2	4
16	4	3.6	4	4.4	4	3.6	3.2	3.6	4.4	4.4	4	3.2	4.8	5.2	4.8	4
17.6	4.4	4	4.4	4	4	4	3.6	3.6	4	4	4	3.6	4.4	4.8	4.8	4.4
18.8	4.8	4.8	4.4	3.6	3.6	4.4	4	3.6	3.6	4	4	4	4	4.4	4.4	4.4
19.6	5.6	5.6	4.8	3.6	3.6	4.8	4.4	4	3.6	3.6	4.4	4.4	4	4	4.4	4.8
19.6	6.4	6.8	5.6	3.6	4	5.2	5.2	4.4	3.2	3.6	4.8	4.8	4	3.6	4.4	5.2
19.6	7.6	8	6.4	4	4.4	6	6	4.8	3.2	4	5.6	5.6	4	3.6	4.4	5.6
19.2	8.8	10	7.6	4.4	4.8	6.8	7.2	5.2	3.2	4.4	6	6.4	4	3.2	4.4	6
18.8	10	11.2	8.8	4.8	5.2	8	8.4	6.4	3.2	4.8	7.2	8	4.4	3.2	4.8	6.8
17.6	10.4	12	9.2	4.8	5.6	9.2	9.6	7.2	3.2	5.2	8	8.8	4.4	3.2	4.8	7.6
16.8	10	11.6	9.2	4.8	5.6	9.6	10.8	8	3.2	5.2	8.8	9.6	4.8	3.2	5.2	8.4
15.6	9.6	10.8	8.8	4.8	5.6	9.6	10.8	8.4	3.2	5.2	9.2	10.4	4.8	3.2	5.6	8.8
14.4	8.8	10	8.4	4.8	5.2	9.2	10.4	8.4	3.2	5.2	9.2	10.4	4.8	3.2	5.6	9.2
12.8	8	9.2	7.6	4.8	5.2	8.4	9.6	8	3.2	5.2	8.8	10.4	4.8	3.2	5.6	9.2
11.2	7.6	8.4	7.2	4.8	4.8	8	9.2	7.6	3.2	5.2	8.4	9.6	4.8	3.2	5.6	8.8
9.6	6.8	7.6	6.8	4.4	4.4	7.2	8.4	6.8	3.2	4.8	8	8.8	4.4	3.2	5.2	8
8.4	6	7.2	6.4	4.4	4.4	6.4	7.6	6.4	3.6	4.8	7.2	8	4.4	3.6	5.2	7.2
7.6	5.6	6.4	6	4.4	4.4	6	6.8	6	3.6	4.4	6.8	7.2	4.4	3.6	4.8	6.8
6.4	5.2	6	5.6	4.4	4.4	5.6	6.4	5.6	4	4.4	6	6.8	4.4	3.6	4.8	6.4
6	4.8	5.2	5.2	4.4	4.4	5.2	5.6	5.2	4	4.4	5.6	6	4.4	4	4.8	6
5.6	4.8	4.8	4.8	4.4	4.4	4.8	5.2	5.2	4.4	4.4	5.2	5.6	4.4	4.4	4.8	5.6
5.6	4.8	4.4	4.8	4.4	4.4	4.4	4.8	4.8	4.8	4.4	4.8	5.2	4.8	4.8	4.8	5.2
5.6	4.8	4	4.8	4.8	4.8	4.4	4.4	4.4	5.2	4.4	4.4	4.4	5.2	5.2	5.2	5.2
5.2	4.8	4	4.8	5.2	4.8	4.4	4	4.4	5.6	4.8	4.4	4	5.6	6	5.6	4.8
5.2	5.2	4	4.8	6	5.2	4.4	3.6	4.4	6	5.2	4.4	3.6	6	6.8	6	4.8
5.2	5.2	4	5.2	6.8	6	4.4	3.6	4.4	6.8	5.6	4.4	3.6	6.4	7.2	6.4	4.8
5.2	5.6	4	5.6	8	7.2	4.4	3.6	4.8	8	6	4.4	3.6	7.2	8	6.8	4.8
5.2	6	4	6	9.2	8	4.8	3.2	5.2	9.2	6.8	4.4	3.6	8	8.8	7.2	4.8
5.2	6	3.6	6	10.4	9.2	4.8	3.2	5.6	10.4	7.6	4.8	3.6	8.8	9.6	7.6	4.8
5.2	6	3.6	6	10.4	9.6	4.8	3.2	5.6	11.2	8	4.8	3.6	9.6	10.4	8	4.8
5.2	5.6	3.6	5.6	10	9.2	4.8	3.2	5.6	11.6	8	4.8	3.2	10.4	11.2	8.4	4.8
5.6	5.2	3.6	5.6	9.2	8.8	4.8	3.2	5.6	11.6	8	4.8	3.2	10.4	11.2	8.4	4.8
6	5.2	3.6	5.2	8.4	7.6	4.4	3.2	5.2	10.8	7.6	4.8	3.2	9.6	10.8	8.4	4.8
6.4	4.8	3.6	4.8	7.6	6.8	4.4	3.2	5.2	10	7.2	4.4	3.2	8.8	9.6	8	4.4
7.2	4.4	3.6	4.8	6.8	6	4.4	3.2	4.8	9.2	6.8	4.4	3.2	8	8.8	7.2	4.4
8	4	3.6	4.8	6	5.6	4	3.2	4.4	8	6	4	3.2	7.2	7.6	6.4	4.4
8.8	4	3.6	4.4	5.6	5.2	4	3.2	4.4	7.2	5.6	4	3.2	6.4	6.8	6	4.4
10	4	3.6	4	5.2	4.4	3.6	3.2	4	6	5.2	4	3.2	5.6	6	5.6	4
11.6	4	3.6	4	4.8	4	3.6	3.2	4	5.2	4.8	4	3.2	5.2	5.6	5.2	4
13.2	4	4	4	4.4	3.6	3.6	3.2	3.6	4.4	4.4	4	3.2	4.8	4.8	4.8	4
15.6	4	4.4	4	4	3.6	3.6	3.6	3.6	4	4	4	3.6	4.4	4.4	4.4	4
17.2	4.4	4.8	4.4	3.6	3.6	4	4	3.6	3.6	3.6	4	3.6	4	4	4.4	4.4
18.8	4.8	5.2	4.8	3.6	3.6	4.4	4.4	3.6	3.6	3.6	4.4	4	4	3.6	4.4	4.8
20.4	5.6	6	5.2	3.6	3.6	4.8	4.8	4	3.2	3.6	4.8	4.4	4	3.2	4.4	5.2
21.6	6.8	7.2	6	4	4	5.6	5.6	4.4	3.2	4	5.2	5.2	4	3.2	4.4	5.6
22	8	8.8	6.8	4	4.4	6	6.4	4.8	3.2	4	6	6	4	3.2	4.4	6
22	9.6	10.4	8.4	4.4	4.8	7.2	7.6	5.6	3.2	4.4	6.8	7.2	4.4	3.2	4.4	6.8
21.6	10.8	12	9.6	4.8	5.2	8.4	9.2	6.8	3.2	4.8	7.6	8.4	4.4	3.2	4.8	7.6
21.2	12	13.6	10.8	5.6	6	10.8	11.6	8.4	3.2	5.6	9.6	10.8	4.8	3.6	5.6	8.8
20.4	11.6	13.2	10.4	5.6	6	10.8	12	8.8	3.2	5.6	10	11.2	4.8	3.2	5.6	9.6
19.2	10.8	12.4	10	5.2	6	10.8	12	9.2	3.2	6	10	11.6	5.2	3.2	6	10
17.6	10	11.2	9.2	5.2	5.6	10.4	11.6	9.2	3.2	5.6	10	11.6	5.2	3.2	6	10.4
16	9.2	10.4	8.8	5.2	5.2	9.6	10.8	8.8	3.2	5.6	9.6	11.2	5.2	3.2	6	10.4
14.4	8	9.6	8	4.8	5.2	8.8	9.6	8	3.2	5.2	9.2	10.4	4.8	3.2	5.6	9.6
12.8	7.2	8.8	7.2	4.8	4.8	7.6	8.8	7.2	3.2	5.2	8.4	9.6	4.8	3.6	5.6	8.8
11.2	6.4	8	6.4	4.4	4.4	6.8	7.6	6.8	3.2	5.2	8	8.8	4.4	3.6	5.2	8
10	6	7.2	6	4.4	4.4	6.4	7.2	6.4	3.6	4.8	7.2	8.4	4.4	3.6	5.2	7.6
8.8	5.6	6.4	5.6	4.4	4.4	6	6.4	5.6	3.6	4.4	6.8	7.6	4.4	3.6	4.8	6.8
8	5.2	6	5.6	4.4	4.4	5.6	6	5.2	3.6	4.4	6	6.8	4.4	3.6	4.8	6.4
7.2	4.8	5.2	5.2	4.4	4.4	5.2	5.6	4.8	3.6	4.4	5.6	6	4.4	4	4.8	6
6.4	4.8	4.8	4.8	4.4	4.4	4.8	5.2	4.4	4	4.4	5.2	5.2	4.4	4.4	4.8	5.6
6	4.8	4.4	4.8	4.4	4.4	4.4	4.8	4.4	4.4	4.4	4.8	4.8	4.4	4.8	4.8	5.2
5.6	4.8	4	4.8	4.8	4.4	4.4	4.4	4.4	4.8	4.4	4.8	4.4	4.8	5.2	4.8	4.8
5.6	4.8	4	4.8	5.2	4.8	4.4	4	4.4	5.2	4.4	4.4	4	5.2	5.6	5.2	4.8
5.6	4.8	4	4.8	5.6	5.2	4.4	4	4.4	6	4.8	4.4	4	5.6	6	5.6	4.8
5.2	4.8	4	5.2	6	5.6	4.4	3.6	4.4	6.4	5.2	4.4	3.6	6	6.8	6	4.8
5.2	5.2	4	5.6	7.2	6.4	4.8	3.6	4.8	7.2	5.6	4.4	3.6	6.8	7.6	6.4	4.8
5.2	5.6	4	6	8.4	7.2	4.8	3.2	4.8	8.4	6	4.4	3.6	7.6	8.4	6.8	4.8
5.2	6	4	6.4	10	8.4	5.2	3.2	5.2	9.6	6.8	4.8	3.6	8.4	9.2	7.6	4.8
5.2	6	4	6.4	10.8	9.2	5.2	3.2	5.6	10.8	7.6	4.8	3.6	9.2	10.4	8	4.8
5.2	6	4	6.4	11.2	10	5.2	3.2	6	12	8.4	4.8	3.6	10.4	11.6	8.8	4.8
5.2	6	3.6	6.4	10.8	10	5.2	3.2	6	12.4	8.8	4.8	3.6	11.2	12.4	9.2	4.8
5.2	5.6	3.6	6	10.4	9.6	5.2	3.2	6	12.8	8.8	5.2	3.6	11.6	12.8	9.6	5.2
5.2	5.6	3.6	5.6	9.6	9.2	5.2	3.2	6	12.4	8.8	5.2	3.2	11.2	12.4	9.6	5.2
5.6	5.2	3.6	5.6	8.8	8.4	4.8	3.2	5.6	11.6	8.4	5.2	3.2	10.4	11.6	9.2	5.2
5.6	4.8	3.6	5.2	8	7.6	4.4	3.2	5.2	10.4	7.6	4.8	3.2	9.2	10.4	8.4	4.8
6	4.8	3.6	4.8	7.2	6.4	4.4	3.2	5.2	9.2	6.8	4.8	3.2	8.4	9.2	7.6	4.4
6.4	4.4	3.6	4.4	6.4	5.6	4	3.2	4.8	8	6.4	4.4	3.2	7.6	8.4	6.8	4.4
6.8	4	3.6	4.4	6	5.2	3.6	3.2	4.4	7.2	6	4.4	3.2	6.8	7.6	6.4	4.4
7.2	4	3.6	4	5.2	4.8	3.6	3.2	4	6	5.6	4	3.2	6	6.4	5.6	4
8	4	3.6	4	4.8	4.4	3.6	3.2	4	5.6	4.8	4	3.2	5.6	5.6	5.2	4
8.8	4	3.6	4	4.4	4	3.6	3.2	4	4.8	4.4	3.6	3.2	4.8	4.8	4.8	4
10.4	4	4	4	4	3.6	3.6	3.6	3.6	4.4	4	3.6	3.2	4.4	4.4	4.4	4
11.6	4	4	4	3.6	3.6	3.6	3.6	3.6	4	3.6	3.6	3.6	4	4	4.4	4
13.6	4.4	4.4	4.4	3.6	3.6	4	4	3.6	3.6	3.6	4	3.6	3.6	3.6	4.4	4
15.6	4.8	4.8	4.8	3.6	3.6	4.4	4.4	3.6	3.2	3.6	4.4	4	3.6	3.6	4	4.4
17.6	5.6	5.6	5.2	3.6	3.6	4.8	4.8	4	3.2	3.6	4.8	4.4	3.6	3.6	4	4.8
