intensity1	intensity2	intensity3	intensity4
9.6	8.8	9.2	16.4
9.2	8.8	10	13.2
9.2	8.8	11.6	11.2
8.8	8.8	13.2	10
8.8	8.8	15.6	9.2
8.4	9.2	17.6	8.4
8.4	10	18.8	8
8.4	11.6	19.6	7.6
8.8	13.6	20.4	7.6
9.2	15.6	22.4	7.2
9.6	17.6	25.2	7.2
10.4	18.8	27.6	7.2
12	20	29.2	7.2
14	20.8	29.2	7.2
16.4	23.2	28	7.2
18	26	26	7.2
19.2	28.4	24	7.2
20.4	29.6	21.6	7.2
21.6	29.2	20	7.6
24	27.6	18	7.6
26.8	25.6	16.4	7.6
29.2	23.6	15.2	7.6
30.4	21.6	14	8
29.6	19.6	12.8	8.4
28	18	12	8.8
25.6	16.4	11.2	9.2
23.6	14.8	10.4	10
21.6	13.6	10	10.8
20	12.8	9.6	12
18	12	9.2	14
16.4	11.2	8.8	16.4
15.2	10.4	8.8	19.6
14	10	8.8	23.6
13.2	9.6	8.4	27.6
12.4	9.2	8.4	32
11.6	8.8	8.4	35.6
10.8	8.8	8.8	38
10	8.8	8.8	37.6
9.6	8.8	9.6	34.4
9.2	8.4	10	29.6
9.2	8.4	11.2	24.4
8.8	8.4	12	19.6
8.8	8.8	13.6	16
8.4	8.8	15.6	13.6
8.4	9.2	18	12
8.4	10	20	10.8
8.4	11.2	21.2	10
8.4	12.4	22	9.2
8.8	14.4	22.4	8.8
9.2	16.8	23.6	8.8
10	19.2	25.6	8.4
10.8	20.8	28.4	8
12	22	30.8	8
14	22.8	31.6	8
16.4	23.6	30.8	8
18.8	24.8	28.8	8
20.8	26.4	26.4	8
22	28.4	24	8
22.8	30.4	22	8
24	30.8	20.4	8
26	30.4	17.6	8
28.4	28	16.4	8
31.2	26	15.6	8
32.8	24	14.4	8
32.8	22	13.6	8.4
31.2	20	12.8	8.4
28.8	18.4	12	8.4
26	16.8	11.6	8.8
24	15.6	11.2	9.2
22	14.4	10.8	9.6
20	13.6	10.8	10
18.4	12.8	10.4	10.8
16.8	12	10	11.6
15.6	11.2	9.6	12.8
14.4	10.8	9.2	14.4
13.2	10.4	9.2	16.4
12.4	10.4	9.2	18.8
11.6	10	8.8	22
11.2	9.6	8.8	26
10.4	9.6	8.8	30.4
10	9.2	8.8	35.2
9.6	8.8	8.8	39.2
9.6	8.8	9.2	42.4
9.2	8.8	9.2	44
9.2	8.8	10	43.6
9.2	8.8	10.8	40.8
9.2	8.8	12	36.4
9.2	8.8	13.6	30.8
9.2	8.8	15.6	25.6
8.8	9.2	18	21.6
8.8	9.6	20.4	18
8.8	10.4	22.4	15.2
8.8	11.6	24	13.6
8.8	12.8	24.4	12.4
9.2	14.8	24.8	11.6
9.6	16.8	26	10.8
10.4	19.2	27.6	10.4
11.2	21.2	30	10
12.4	22.8	32	9.6
14	24	33.2	9.2
16	24.8	33.6	8.8
18.4	26	32.4	8.8
20.8	27.6	30.4	8.8
22.8	29.2	28	8.4
24	30.8	26	8.4
24.8	32.4	23.6	8.4
25.6	33.6	22	8.4
27.2	34	20.4	8.4
29.6	32.8	19.2	8.4
31.2	30.4	17.6	8.4
33.2	28	16	8.4
34	25.6	14.4	8.4
34.4	23.6	13.6	8.4
33.6	21.6	12.8	8.4
31.6	20	12.4	8.4
29.2	18.4	11.6	8.8
27.2	17.2	11.2	8.8
24.8	16	10.8	9.2
22.8	14.8	10.4	9.6
20.8	13.6	10.4	9.6
19.2	12.8	10	10
17.6	12	10	10
16	11.6	10	10.4
14.8	11.2	9.6	10.8
13.6	10.4	9.6	11.6
12.8	10	9.2	12
12	10	8.8	12.8
11.6	10	8.4	13.6
10.8	10	8.4	14.8
10.4	9.6	8.4	16.4
10	9.6	8.4	18.4
9.6	9.2	8.4	20.8
9.6	8.8	8.8	23.6
9.2	8.8	8.8	26.8
9.2	8.8	8.8	30.8
9.2	8.4	9.2	34.8
9.2	8.4	9.6	39.2
9.2	8.4	10.4	43.6
9.2	8.4	11.2	47.2
8.8	8.4	12	50
8.8	8.4	13.2	51.2
8.4	8.4	15.2	50.8
8.4	8.8	17.2	48.4
8.4	9.2	19.6	44.4
8.4	9.6	22.4	39.6
8.4	10.4	24.8	34.4
8.8	11.2	26.8	29.6
8.8	12	28	25.6
9.2	13.2	28.8	22.4
9.6	14.8	29.2	19.6
10	16.8	30	17.6
10.4	18.8	30.8	16
11.2	21.2	32	14.8
12	23.6	33.6	13.6
13.6	26	35.2	13.2
15.2	27.6	36.4	12.4
17.2	28.8	36.4	12
19.2	29.6	35.6	11.6
22	30.8	34.4	11.2
24.4	31.6	32.4	10.8
26.8	32.8	30.4	10.4
28.4	34	28	10
29.6	35.6	26	9.6
30.8	36.8	24	9.6
32	37.6	22.4	9.6
33.2	36.8	20.8	9.2
34.8	35.6	20	9.2
36.4	33.6	18.8	9.2
37.6	31.2	18	9.2
38.4	28.8	16.8	9.2
38.4	26.8	15.6	8.8
37.2	24.8	14.8	8.8
35.6	23.2	14	8.8
33.6	21.6	13.2	8.8
31.6	20.4	12.4	8.8
29.2	19.6	11.6	8.8
27.2	18.8	11.2	8.8
25.2	17.6	10.8	8.8
23.2	16.4	10.4	8.8
21.6	15.2	10	8.8
20.4	14.4	9.6	9.2
19.2	13.6	9.2	9.2
18.4	13.2	9.2	9.2
17.6	12.4	9.2	9.2
16.8	12	9.2	9.2
16	11.2	9.2	9.2
14.8	10.8	9.2	9.2
14	10.4	9.2	9.2
12.8	10	9.2	9.2
12	9.6	9.2	9.2
11.6	9.6	9.2	9.6
11.2	9.2	9.2	9.6
10.8	9.2	9.2	10
10.4	8.8	8.8	10.4
10	8.8	8.4	10.8
9.6	8.8	8.4	11.2
9.6	8.8	8.4	11.6
9.2	8.8	8.4	12
9.2	8.8	8.4	12.8
9.2	8.8	8.4	13.6
8.8	8.8	8.4	14.4
8.8	8.4	8.4	15.6
8.8	8.4	8.4	17.2
8.8	8	8.8	18.8
8.8	8	9.2	20.8
8.8	8	9.2	23.2
8.8	8	10	25.6
8.4	8	10.4	28.4
8.4	8	10.8	31.6
8	8	11.6	34.8
7.6	8	12.4	38.4
7.6	8	13.2	42.4
7.6	8.4	14.4	46.4
7.6	8.4	15.6	50.4
7.6	8.8	17.2	54.4
7.6	8.8	18.8	57.6
7.6	9.2	20.8	60.4
7.6	9.6	22.8	62
8	10	24.8	63.2
8	10.4	26.8	63.6
8.4	11.2	29.2	62.8
8.8	11.6	31.2	60.8
9.2	12.4	33.2	58
9.2	12.8	35.2	54.4
9.6	13.6	36.8	50.4
10	14.8	38.4	45.6
10.4	16.4	40	41.2
11.2	17.6	41.6	37.2
11.6	19.6	42.8	33.6
12.4	21.6	43.6	30.4
13.2	24	43.6	27.6
14	26	43.6	25.2
15.2	28.4	43.2	23.2
16.4	30.4	42.4	21.6
17.6	32.8	40.8	20.4
19.2	35.2	39.2	18.8
21.2	37.6	37.2	17.6
23.6	39.6	35.2	16.4
25.6	41.6	33.2	15.6
28	43.2	31.2	14.8
30.4	44.8	29.6	14
32.4	45.6	27.6	13.2
35.2	46.4	26.4	12.8
37.2	46.4	25.2	12.4
39.6	46	24.4	12
41.6	44.8	23.2	11.6
43.6	43.6	22.4	11.2
45.2	42	21.2	11.2
46.4	40.4	20.4	11.2
47.2	38.8	19.6	10.8
47.6	37.2	19.2	10.4
47.2	35.2	18.4	10.4
46.4	32.8	18	10
45.2	31.2	17.2	9.6
44	30	16.4	9.6
42.4	28.8	15.6	9.6
40.8	27.6	15.2	9.6
38.8	26.4	14.4	9.6
37.2	25.6	13.6	9.6
35.2	24.4	13.2	9.2
33.6	23.6	12.8	9.2
32	22.4	12	8.8
30.4	21.6	11.6	8.8
28.8	20.8	11.6	8.8
27.6	20	11.2	8.8
26.8	19.2	10.8	8.4
26	18.8	10.4	8.4
24.8	18	10	8.4
23.6	17.2	10	8.4
22.4	16.4	9.6	8.4
21.6	16	9.6	8.4
20.8	15.2	9.2	8.4
20	14.8	9.2	8.4
