intensitywo	intensityw	intensity0	intensity30	intensity60	intensity90	intensityn30	intensityn60	intensityn90
12.8	5.6	4.8	5.6	7.6	8	5.6	7.6	7.2
14.4	5.6	5.2	5.6	7.2	8	5.6	7.6	7.6
15.6	5.6	5.6	5.6	7.2	7.6	5.6	7.6	8
16	5.2	5.6	5.6	6.8	6.8	5.6	6.8	8
15.6	4.8	6	5.6	6.4	6.4	6	6.4	7.6
14.8	4.4	6	5.6	6	6	6	6	6.8
14	4.4	6	5.6	5.6	5.6	5.6	5.6	6.4
13.2	4	5.6	5.2	5.2	5.2	5.6	5.6	5.6
12.4	3.6	5.2	4.8	4.8	4.8	5.2	5.2	5.2
11.6	3.6	4.8	4.8	4.8	4.8	4.8	4.8	4.8
10.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
9.6	2.8	4.8	4.8	4.8	4.4	4.8	4.8	4.4
8.8	2.8	4.8	4.8	4.8	4.4	4.8	4.8	4.4
7.6	2.8	4.8	4.8	4.4	4	4.8	4.8	4
7.2	2.8	4.8	4.8	4.4	4	4.8	4.8	4
6.8	2.8	5.2	4.8	4.4	4	4.8	4.8	4
6.4	2.8	5.6	5.2	4.8	4.4	5.2	4.8	4
6.4	2.8	5.6	5.6	5.2	4.8	5.2	4.8	4
6.8	3.2	5.6	5.6	5.6	5.2	5.6	5.2	4.4
8	3.6	5.6	5.6	5.6	5.6	5.6	5.6	4.8
9.6	4.4	5.6	5.6	6	6	5.6	6	5.2
10.8	4.8	5.2	5.6	6.4	6.8	5.6	6.4	5.6
11.6	5.6	4.8	5.6	7.2	7.6	6	7.2	6.4
12.8	6	4.8	6	7.6	8.4	6	7.6	7.2
14.4	6	5.2	6	7.6	8.4	6	8	8
16.4	6	5.6	6	7.2	8	6	8	8.4
18	6	6	6.4	6.8	8	6.4	8	8.8
17.6	5.6	6	6.4	6.4	7.2	6.4	7.6	8.4
16.8	5.2	6.4	6.8	6.4	6.8	6.4	7.2	7.6
15.6	4.8	6.8	6.4	6	6	6.4	6.8	6.8
14.8	4.4	6.4	6	5.6	5.6	6	6.4	6.4
13.6	4	6	5.6	5.2	5.2	5.6	6	6
12.4	4	5.6	5.2	4.8	4.8	5.2	5.6	5.6
11.2	3.6	5.2	4.8	4.8	4.8	4.8	5.2	5.2
10.4	3.2	4.8	4.8	4.8	4.8	4.4	4.8	4.8
9.6	3.2	4.8	4.8	4.4	4.4	4.4	4.8	4.4
9.2	3.2	4.8	4.8	4.4	4.4	4.4	4.8	4
8.4	3.2	4.8	4.8	4.4	4	4.4	4.8	4
8	2.8	4.8	4.8	4.4	4	4.8	4.8	4
7.2	2.8	5.2	5.2	4.4	4	4.8	4.8	4
6.8	2.8	5.6	5.6	4.8	4.4	5.2	4.8	4
6.8	2.8	6	5.6	5.2	4.8	5.6	4.8	4
7.2	3.2	6	6	5.6	5.2	5.6	5.2	4.4
7.6	3.6	6	6	6	5.6	5.6	5.6	4.8
8.8	4.4	5.6	6	6	6.4	5.6	6	5.2
10.4	4.8	5.6	6	6.4	7.2	5.6	6.4	5.6
11.6	5.6	5.6	6	7.2	8	6	7.2	6.4
12.8	6	5.2	6	7.6	8.8	6	7.6	7.2
14.4	6.4	5.2	6	8	9.2	6	8.4	8
16	6.4	5.2	6	8	9.2	6	8.4	8.4
17.6	6.4	5.6	6	7.6	8.4	6	8.4	8.8
18	6	6	6	7.2	8	6	8	8.4
18	5.6	6.4	6.4	7.2	7.2	6	7.6	8
17.2	5.2	6.8	6.8	6.8	6.4	6	6.8	7.6
16	4.8	7.2	6.4	6.4	6	6	6.4	6.8
14.8	4.4	6.8	6.4	6	5.6	6	6.4	6.4
14	4	6.4	6	5.6	5.2	5.6	6	6
12.8	3.6	6	5.6	5.2	4.8	5.2	5.6	5.6
11.6	3.6	5.6	5.2	4.8	4.8	4.8	5.2	5.2
10.4	3.2	4.8	4.8	4.8	4.4	4.4	4.8	4.8
9.2	3.2	4.4	4.4	4.4	4	4.4	4.4	4.4
8.4	2.8	4	4	4	4	4	4	4
8	2.8	4.4	4.4	4	4	4.4	4	4
7.2	2.8	4.4	4.4	4	4	4.4	4	4
6.8	2.8	4.8	4.4	4.4	4	4.4	4	4
6.8	2.8	5.6	5.2	4.4	4.4	4.8	4.4	4
6.8	2.8	6.4	5.6	4.8	4.8	5.6	4.8	4
7.2	2.8	6.8	6	5.2	5.2	6	5.2	4
7.6	3.2	6.8	6	5.6	5.6	6	5.6	4.4
8.4	3.6	6.4	6	6.4	6.4	6	6	4.8
10	4.4	6	6	6.8	7.2	6	6.8	5.6
11.6	5.2	5.6	6	7.2	7.6	6	7.2	6.4
12.8	5.6	5.6	6	8	8.4	6.4	8	7.2
14	6	5.6	6	8.4	9.2	6.8	8.8	8
16	6.8	5.6	6	8.8	9.6	6.8	9.2	8.8
17.6	6.8	5.6	6	8.4	9.6	6.8	9.2	9.2
19.2	6.8	6	6.4	8	9.2	6.8	8.8	9.6
19.6	6.4	6	6.8	7.6	8.4	6.8	8.4	9.2
19.2	6	6.4	6.8	7.2	7.6	6.8	8	8.4
18.4	5.6	7.2	7.2	7.2	6.8	6.8	7.6	8
17.2	5.2	7.6	7.2	6.8	6.4	6.8	7.2	7.6
16	4.8	7.6	7.2	6.4	6	6.4	6.8	6.8
14.4	4.4	6.8	6.8	6	5.6	6	6.4	6.4
13.2	4	6.4	6.4	5.6	5.2	5.6	6	6
12.4	3.6	6	5.6	5.2	4.8	5.2	5.6	5.6
11.2	3.6	5.6	5.2	4.8	4.8	4.8	5.2	5.2
10	3.6	5.2	5.2	4.8	4.8	4.8	5.2	4.8
9.2	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
8.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
8.4	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
8.4	3.2	5.2	5.2	4.8	4.8	5.2	4.8	4.8
8	3.2	5.6	5.2	4.8	4.8	5.2	4.8	4.4
7.6	3.2	6	5.6	5.2	4.8	5.6	4.8	4
7.6	3.2	6.4	6	5.6	4.8	6	4.8	4.4
7.6	3.2	6.8	6.4	6	5.2	6	5.2	4.4
8	3.6	6.8	6.4	6.4	5.6	6	5.6	4.8
8.8	4	6.8	6.4	6.8	6.4	6	6.4	5.2
10	4.4	6.4	6.4	7.2	7.2	6	6.8	5.6
11.6	5.2	6	6.4	7.6	8	6	7.2	6.4
13.2	5.6	5.6	6.8	8.4	8.8	6.4	8	7.2
14.4	6.4	5.6	6.8	9.2	10	6.8	8.8	8
16	7.2	5.6	6.8	9.2	10.4	6.8	9.2	9.2
18.4	7.6	5.6	6.8	9.2	10.4	6.8	9.6	10
20.4	7.2	5.6	6.8	8.8	10	6.8	9.2	10.4
21.2	6.8	6	6.8	8.4	9.2	6.8	8.8	10.4
20.8	6.4	6.4	7.2	7.6	8.4	7.2	8	9.6
20	6	7.2	7.6	7.2	7.6	7.2	7.6	8.8
18.8	5.6	7.6	7.6	7.2	6.8	7.2	7.2	8
17.2	5.2	8	7.6	6.8	6.4	7.2	7.2	7.6
16	4.8	7.6	6.8	6.4	6	6.8	6.8	6.8
14.4	4.4	6.8	6.4	6	5.6	6.4	6.4	6.4
13.2	4	6.4	6	5.6	5.2	5.6	6	6
12.4	3.6	6	5.6	5.6	4.8	5.2	5.6	5.6
11.2	3.6	5.6	5.2	5.2	4.8	4.8	5.2	5.2
10.4	3.6	5.2	5.2	4.8	4.8	4.8	4.8	4.8
9.6	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
9.2	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
8.8	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.4
8.4	3.2	5.2	4.8	4.8	4.8	4.8	4.8	4.4
8	3.2	5.6	5.2	4.8	4.8	5.2	4.8	4.4
8	3.2	6	5.6	5.2	4.8	5.6	4.8	4.4
7.6	3.2	6.4	6.4	5.6	4.8	6	4.8	4.4
8	3.2	7.2	6.8	6	5.2	6.4	5.2	4.4
8	3.6	7.6	7.2	6.4	5.6	6.8	5.6	4.8
8.4	3.6	7.6	7.2	7.2	6.4	6.8	6.4	5.2
9.6	4	6.8	7.2	7.2	7.2	6.8	6.8	5.6
11.2	4.8	6.4	7.2	7.6	8	6.8	7.6	6.4
12.8	5.2	6	7.2	8	8.8	7.2	8	7.2
14.4	6	6	7.2	8.8	10	7.2	8.8	8
15.6	6.8	6	7.2	9.2	10.8	7.2	9.6	8.8
17.2	7.6	6	7.2	9.6	11.2	7.2	10.4	10
19.6	8	6	7.2	9.6	11.2	7.2	10.4	10.8
22	8	6	7.2	9.2	10.4	7.2	10	11.2
23.2	7.2	6	7.2	8.8	9.2	7.2	9.2	10.8
23.2	6.8	6.4	7.2	8	8.4	7.2	8.8	10
22	6.4	7.2	7.6	7.6	7.6	7.6	8.4	9.2
20.8	6	7.6	8	7.6	6.8	7.6	8	8.4
19.2	5.2	8.4	8	7.2	6.4	7.6	7.6	7.6
17.6	4.8	8.4	7.6	7.2	6	7.6	7.2	6.8
16	4.4	8	7.2	6.8	5.6	6.8	6.8	6.4
14.4	4.4	7.2	6.8	6.4	5.6	6.4	6.4	6
13.2	4	6.4	6.4	6	5.6	6	6	5.6
12.4	3.6	6	6	5.6	5.2	5.6	5.6	5.6
11.2	3.6	5.6	5.6	5.2	4.8	5.2	5.2	5.2
10.4	3.6	5.2	5.2	4.8	4.8	4.8	5.2	4.8
9.6	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
9.2	3.2	4.8	4.8	4.8	4.8	4.8	4.8	4.8
8.8	3.2	4.8	5.2	4.8	4.8	4.8	4.8	4.8
8.4	3.2	5.2	5.6	4.8	4.8	5.2	4.8	4.8
8	3.2	5.6	5.6	4.8	4.8	5.6	4.8	4.8
8	3.2	6	6	5.2	4.8	6	5.2	4.8
8	3.2	6.4	6.4	5.6	5.2	6.4	5.6	4.8
8	3.2	7.2	7.2	6	5.6	7.2	6	4.8
8	3.2	7.6	7.6	6.4	6	7.2	6	4.8
8.8	4	8	8	7.6	7.2	7.6	6.8	5.6
9.6	4.4	7.6	7.6	8	7.6	7.6	7.2	6
10.8	4.8	7.2	7.2	8	8	7.6	7.6	6.8
12.8	5.2	6.8	7.2	8	8.4	7.6	8	7.6
14.8	6	6.4	7.2	8.4	9.2	7.6	8.8	8
16	6.8	6	7.2	9.2	10.4	7.6	9.6	8.8
17.2	7.6	6	7.6	10	11.6	7.6	10.4	9.6
19.2	8.4	6	7.6	10.4	12	8	11.2	10.8
22	8.8	6	7.6	10.4	12	8	11.2	11.6
24	8.4	6	7.6	9.6	11.2	8	10.8	12
24.8	8	6.4	7.6	8.8	10	8	10	11.6
24.4	7.2	7.2	7.6	8.4	8.8	8	9.2	10.8
23.2	6.8	7.6	7.6	8	8	8	8.4	9.6
21.6	6	8	8	7.6	7.6	8	8	8.8
20	5.6	8.8	8	7.6	7.2	8	7.6	8
18.4	5.2	8.8	8	7.2	6.8	8	7.2	7.2
16.8	4.8	8.4	8	6.8	6.4	7.6	6.8	6.8
15.6	4.4	7.6	7.6	6.4	6	6.8	6.4	6.4
14.4	4.4	7.2	6.8	6	5.6	6.4	6	6
13.2	4	6.4	6.4	5.6	5.6	6	5.6	5.6
12.4	3.6	6	6	5.2	5.6	5.6	5.6	5.6
11.6	3.6	5.6	5.6	5.2	5.2	5.2	5.2	5.2
10.8	3.6	5.2	5.2	4.8	4.8	4.8	5.2	5.2
10	3.2	4.8	5.2	4.8	4.8	4.8	4.8	4.8
9.6	3.2	4.8	5.2	4.8	4.8	4.8	4.8	4.8
9.2	3.2	4.8	5.2	5.2	4.8	4.8	4.8	4.8
8.8	3.2	5.2	5.6	5.2	4.8	5.2	4.8	4.8
8.4	3.2	5.6	5.6	5.2	4.8	5.6	4.8	4.8
8.4	3.2	6	6	5.2	4.8	6	5.2	4.8
8.4	3.2	6.4	6	5.6	5.2	6	5.2	4.8
8.4	3.2	7.2	6.8	6	5.6	6.8	5.6	4.8
8.4	3.2	8	7.6	6.4	6	7.2	6	4.8
8.8	3.6	8.4	8	7.2	6.8	7.6	6.4	5.2
9.6	4	8.4	8	7.6	7.6	7.6	7.2	5.6
10.4	4.4	8	8	8	8.4	7.6	7.6	6.4
12	4.8	7.6	7.6	8.4	8.8	7.6	8	7.2
14	5.6	7.2	7.6	8.4	9.2	7.6	8.8	8
15.6	6	6.8	7.2	8.8	9.6	7.6	9.2	8.4
16.8	6.8	6.4	7.6	9.6	10.8	8	9.6	8.8
18	7.6	6	7.6	10.4	11.6	8	10.4	9.6
19.2	8.4	6	8	10.8	12.4	8	11.2	10.8
21.6	8.8	6	8	10.8	12.4	8	11.6	11.6
24.4	8.8	6	8	10.4	12	8	11.6	12.4
26.4	8.4	6.4	8	9.6	10.8	8	10.8	12.4
26.8	8	7.2	8	8.8	9.6	8	10	11.6
26	7.2	7.6	8	8.4	8.8	8	9.2	10.8
24.4	6.8	8	8	8	8	8	8.8	9.6
22.4	6.4	8.4	8.4	8	7.6	8	8	8.8
20.8	5.6	9.2	8.8	8	7.2	8.4	7.6	8
18.8	5.2	9.2	8.4	7.6	6.8	8.4	7.6	7.2
17.2	4.8	9.2	8	7.2	6.4	8	7.2	6.8
15.6	4.4	8.4	7.6	6.8	6	7.6	6.8	6.4
14.4	4	7.6	6.8	6.4	5.6	6.8	6.4	6
13.2	3.6	6.8	6.4	6	5.6	6.4	6	5.6
12.4	3.6	6.4	6	5.6	5.6	6	5.6	5.6
11.6	3.6	6	5.6	5.6	5.2	5.6	5.6	5.6
10.8	3.6	5.6	5.2	5.2	5.2	5.2	5.6	5.2
10.4	3.6	5.2	5.2	5.2	4.8	4.8	5.2	4.8
10	3.6	5.2	5.2	5.2	4.8	4.8	5.2	4.8
9.6	3.6	5.2	5.2	5.2	4.8	4.8	4.8	4.8
9.2	3.6	5.2	5.6	5.2	4.8	5.2	4.8	4.8
8.8	3.2	5.6	5.6	5.2	4.8	5.6	4.8	4.8
8.4	3.2	6	6	5.2	4.8	5.6	5.2	4.8
8.4	3.2	6	6	5.2	4.8	6	5.2	4.8
8.8	3.6	7.2	6.8	6	5.2	6.8	5.6	4.8
8.4	3.6	7.6	7.2	6	5.6	7.2	5.6	4.8
8.8	3.6	8.4	7.6	6.4	5.6	7.6	6	4.8
8.8	3.6	8.8	8	7.2	6.4	8	6.4	5.2
9.2	4	9.2	8.4	8	7.2	8	7.2	5.6
10	4.4	8.8	8.4	8.4	8	8	7.6	6.4
11.6	4.8	8.4	8.4	8.8	8.8	8	8.4	7.2
13.2	5.2	8	8	8.8	9.2	8	8.8	8
15.6	6	7.6	8	8.8	9.6	8	9.2	8.8
17.6	6.8	7.2	7.6	9.2	10	8	9.6	9.2
18.8	7.2	6.8	7.6	10	10.8	8	10.4	9.6
19.6	7.6	6.4	8	10.8	12	8.4	11.2	10
20.4	8.4	6.4	8	11.6	13.2	8.8	12	11.2
22.4	9.2	6.4	8	12	13.6	8.8	12.4	12
25.2	9.6	6.8	8	11.6	13.6	8.8	12.4	13.2
27.6	9.2	6.8	8	10.8	12.4	8.4	11.6	13.2
29.2	8.8	7.2	8	10	11.2	8.4	11.2	12.8
29.2	8	7.6	8	9.2	10	8.4	10	12
28	7.2	8	8	8.4	9.2	8.4	9.2	10.8
26	6.8	8.4	8.4	8	8.4	8.4	8.4	9.6
24	6	8.8	8.8	8	7.6	8.4	8	8.8
21.6	5.6	9.2	8.8	8	7.2	8.8	8	8
20	5.2	9.6	9.2	8	6.8	8.8	7.6	7.6
18	4.8	9.6	8.8	7.6	6.4	8.4	7.2	6.8
16.4	4.4	9.2	8.4	7.2	6.4	8	7.2	6.4
15.2	4.4	8.4	8	6.8	6.4	7.6	7.2	6.4
14	4.4	7.6	7.6	6.4	6.4	6.8	6.8	6
12.8	4	6.8	6.8	6	6	6.4	6.4	5.6
12	4	6.4	6.4	5.6	5.6	6	6	5.6
11.2	3.6	6	6	5.6	5.6	5.6	5.6	5.2
10.4	3.6	5.6	5.6	5.6	5.6	5.2	5.6	5.2
10	3.6	5.6	5.2	5.2	5.2	5.2	5.6	5.2
9.6	3.6	5.6	5.2	5.2	5.2	5.2	5.6	5.2
9.2	3.6	5.6	5.2	5.2	5.2	5.2	5.6	4.8
8.8	3.2	5.6	5.6	5.2	5.2	5.2	5.6	4.8
8.8	3.2	5.6	5.6	5.6	5.2	5.6	5.6	4.8
8.8	3.2	6	6	5.6	5.2	6	5.6	4.8
8.4	3.2	6.4	6	5.6	5.2	6	5.6	4.8
8.4	3.2	6.8	6	5.6	5.2	6.4	5.6	4.8
8.4	3.2	7.2	6.4	5.6	5.6	6.8	5.6	4.8
8.8	3.6	7.6	7.2	6	5.6	7.2	6	5.2
8.8	3.6	8	7.6	6.4	6	7.6	6	5.2
9.6	3.6	8.8	8	7.2	6.4	8	6.4	5.6
10	4	9.2	8.8	8	7.2	8.4	7.2	6
11.2	4.4	9.2	8.8	8.4	8	8.4	7.6	6.4
12	4.8	8.8	8.8	8.8	8.8	8.4	8	7.2
13.6	5.2	8.4	8.8	9.2	9.6	8.4	8.8	8
15.6	6	8	8.8	9.2	10	8.4	9.2	8.8
18	6.8	7.6	8.4	9.2	10.4	8.4	9.6	9.6
20	7.2	6.8	8	9.2	10.8	8.4	10	10
21.2	7.6	6.4	8	10	11.2	8.4	10.4	10.4
22	8	6.4	8	10.8	12.4	8.4	10.8	10.8
22.4	8.4	6.4	8.4	11.6	13.6	8.8	11.6	11.6
23.6	9.2	6.4	8.4	12	14.4	8.8	12.4	12.8
25.6	10	6.8	8.8	12.4	14.4	8.8	12.8	13.6
28.4	10	6.8	8.8	12	14	8.8	12.8	14
30.8	9.6	7.2	8.8	11.6	12.8	8.8	12.4	14
31.6	9.2	7.6	8.8	10.8	11.6	8.8	11.6	13.2
30.8	8.4	8	8.8	10	10.4	8.8	10.8	12
28.8	7.6	8	8.4	9.2	9.2	8.8	9.6	10.8
26.4	7.2	8.4	8.4	8.4	8.4	8.8	9.2	9.6
24	6.4	8.8	8.4	8	7.6	8.8	8.4	8.8
22	6	9.2	8.8	8	7.2	8.8	8	8
20.4	5.6	9.6	9.2	8	7.2	8.8	8	7.6
17.6	5.2	10.4	9.6	8	7.2	8.8	8	7.2
16.4	4.8	10	9.2	7.6	7.2	8.4	7.6	6.8
15.6	4.8	9.6	8.8	7.6	6.8	8	7.2	6.4
14.4	4.4	8.8	8	7.2	6.4	7.6	7.2	6.4
13.6	4.4	8	7.6	6.8	6.4	7.2	7.2	6.4
12.8	4	7.2	6.8	6.4	6	6.8	6.8	6
12	4	6.8	6.4	6	5.6	6.4	6.4	6
11.6	3.6	6.4	6	5.6	5.6	6	6	5.6
11.2	3.6	6	5.6	5.6	5.6	5.6	6	5.6
10.8	3.6	5.6	5.2	5.2	5.2	5.2	5.6	5.2
10.8	3.6	5.6	5.2	5.2	5.2	5.2	5.6	5.2
10.4	3.6	5.6	5.2	5.2	4.8	5.2	5.6	4.8
10	3.6	5.6	5.2	5.2	4.8	5.2	5.6	4.8
9.6	3.6	5.6	5.6	5.2	4.8	5.2	5.6	4.8
9.2	3.6	5.6	6	5.6	4.8	5.6	5.6	4.8
9.2	3.6	6	6	5.6	4.8	5.6	5.6	4.8
9.2	3.6	6.4	6.4	6	4.8	6	5.6	4.8
8.8	3.2	6.8	6.8	6	5.2	6	5.6	4.8
8.8	3.2	7.2	7.2	6	5.2	6.4	5.6	5.2
8.8	3.2	7.6	7.2	6	5.6	6.8	5.6	5.2
8.8	3.2	8	7.6	6	5.6	7.2	5.6	5.2
8.8	3.6	8.4	8	6.4	6	7.6	6	5.6
9.2	3.6	9.2	8.4	7.2	6.4	8	6.4	5.6
9.2	3.6	9.6	8.8	8	7.2	8.4	7.2	6
10	4	10	9.2	8.4	8	8.8	7.6	6.4
10.8	4.4	10	9.2	9.2	8.8	8.8	8	7.2
12	4.8	9.6	9.2	9.6	10	8.8	8.8	8
13.6	5.2	9.2	9.2	10	10.8	8.8	9.6	8.8
15.6	6	8.8	8.8	10.4	11.2	8.8	10.4	9.6
18	6.8	8	8.8	10.4	11.2	8.8	10.8	10.4
20.4	7.6	7.6	8.4	10.4	11.6	8.8	11.2	10.8
22.4	8	7.2	8	10.4	11.6	8.8	11.2	10.8
24	8.4	7.2	8	10.8	12	8.8	11.6	11.2
24.4	8.8	7.2	8	11.2	12.8	8.8	12	11.6
24.8	9.2	7.2	8.4	12	14	9.2	12.8	12
26	10	7.2	8.8	12.8	14.8	9.2	13.2	13.2
27.6	10.8	7.2	8.8	13.2	15.2	9.6	13.6	14.4
30	11.2	7.2	8.8	12.8	14.8	9.2	13.6	14.8
32	11.2	7.2	8.8	12.4	14	9.2	13.2	14.8
33.2	10.4	7.6	8.8	11.6	13.2	8.8	12.4	14.4
33.6	9.6	8	8.8	11.2	12	8.8	11.6	13.6
32.4	8.8	8	8.8	10.4	10.8	8.8	10.8	12.4
30.4	8.4	8.4	8.8	9.6	10	8.8	10.4	11.2
28	7.6	8.8	8.8	8.8	9.2	8.8	9.6	10.4
26	7.2	9.2	8.8	8.4	8.4	8.8	9.2	9.6
23.6	6.4	9.6	8.8	8	8	8.8	8.4	8.8
22	6	10	9.2	8	7.6	9.2	8	8
20.4	5.6	10.4	9.6	8	7.6	9.6	8	7.6
19.2	5.2	10.8	10	8	7.2	9.6	8	7.2
17.6	5.2	10.8	10	8	7.2	9.2	8	7.2
16	4.8	10.4	9.6	8	7.2	8.8	8	7.2
14.4	4.4	9.6	8.8	7.6	6.8	8.4	7.6	6.8
13.6	4.4	8.8	8.4	7.2	6.4	7.6	7.2	6.4
12.8	4	8.4	7.6	6.8	6	7.2	6.8	6.4
12.4	4	7.6	7.2	6.4	6	6.8	6.4	6.4
11.6	4	6.8	6.8	6	6	6.4	6.4	6
11.2	4	6.4	6.4	6	6	6	6	6
10.8	3.6	6	6	5.6	5.6	5.6	6	5.6
10.4	3.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6
10.4	3.6	5.6	5.6	5.2	5.2	5.2	5.6	5.2
10	3.6	5.6	5.2	5.2	5.2	5.2	5.6	4.8
10	3.6	5.2	5.2	5.2	4.8	5.2	5.2	4.8
10	3.6	5.2	5.2	5.2	4.8	5.2	5.2	4.8
9.6	3.6	5.2	5.2	5.2	4.8	5.2	5.2	4.8
9.6	3.6	5.6	5.6	5.6	5.2	5.6	5.6	4.8
9.2	3.6	5.6	5.6	5.6	5.2	5.6	5.6	4.8
8.8	3.6	6	6	5.6	5.2	6	5.6	4.8
8.4	3.6	6	6.4	5.6	5.2	6	5.6	4.8
8.4	3.6	6.8	7.2	6	5.6	6.4	5.6	5.2
8.4	3.6	7.2	7.2	6	5.6	6.8	6	5.2
8.4	3.6	7.6	7.6	6	5.6	7.2	6	5.2
8.4	3.6	8	7.6	6	5.6	7.6	6	5.2
8.8	3.6	8.4	8	6.4	6	8	6.4	5.6
8.8	3.6	8.8	8	6.8	6	8.4	6.8	5.6
8.8	3.6	9.2	8.4	7.2	6.4	8.8	7.2	5.6
9.2	3.6	9.6	8.8	7.6	7.2	9.2	7.6	5.6
9.6	3.6	10.4	9.6	8.4	7.6	9.6	8	6.4
10.4	4	10.8	10	8.8	8	9.6	8.4	6.8
11.2	4.4	10.8	10	9.6	8.8	9.6	8.8	7.6
12	4.4	10.4	10	10	9.6	9.6	9.2	8
13.2	4.8	10	10	10.4	10.4	9.6	9.6	8.8
15.2	5.2	9.2	9.6	10.8	11.2	9.2	10	9.6
17.2	6	8.8	9.6	11.2	12	9.2	10.4	10.4
19.6	6.8	8.4	9.2	11.2	12.4	9.2	10.8	11.2
22.4	7.6	8	9.2	11.2	12.8	9.2	11.2	11.6
24.8	8.4	7.6	8.8	11.2	12.8	9.2	11.6	12
26.8	8.8	7.6	8.8	11.2	13.2	9.2	12	12.4
28	9.2	7.2	8.4	11.2	13.6	9.2	12.4	12.4
28.8	9.6	7.2	8.4	11.6	14.4	9.6	12.8	12.8
29.2	10	7.2	8.8	12	15.2	9.6	13.6	13.6
30	10.8	7.2	8.8	12.8	16	9.6	14	14.4
30.8	11.2	7.2	9.2	13.6	16.4	9.6	14.4	14.8
32	11.6	7.2	9.2	14	16.4	9.6	14.4	15.6
33.6	11.6	7.2	9.2	14	16	9.6	14.4	16
35.2	11.6	7.6	9.6	13.6	15.2	9.6	14	16
36.4	11.2	7.6	9.6	12.8	14.4	9.6	13.2	15.6
36.4	10.8	8	9.6	12.4	13.2	9.6	12.8	14.8
35.6	10	8	9.6	11.6	12.4	9.6	12	13.6
34.4	9.2	8.4	9.6	11.2	11.6	9.6	11.6	12.8
32.4	8.4	8.8	9.6	10.4	10.8	9.6	10.8	12
30.4	8	9.2	9.6	10	10	9.6	10.4	11.2
28	7.2	9.6	9.6	9.6	9.2	9.6	10	10.4
26	6.8	10	9.6	9.2	8.8	9.6	9.6	9.6
24	6.4	10.4	9.6	8.8	8.4	10	9.2	8.8
22.4	6	10.8	10	8.4	8	10.4	8.8	8.4
20.8	5.6	11.2	10.4	8.4	7.6	10.4	8.8	8
20	5.6	11.6	10.8	8.4	7.6	10.4	8.8	7.6
18.8	5.2	11.6	10.8	8.4	7.2	10.4	8.4	7.2
18	5.2	11.6	10.8	8.4	7.2	10	8.4	7.2
16.8	5.2	11.2	10.4	8.4	7.2	9.6	8	7.2
15.6	4.8	10.8	10	8	7.2	9.2	8	7.2
14.8	4.4	10.4	9.2	7.6	6.8	8.4	7.6	6.8
14	4.4	9.6	8.8	7.6	6.4	8	7.2	6.4
13.2	4.4	8.8	8	7.2	6.4	7.6	7.2	6
12.4	4.4	8	7.6	7.2	6.4	7.2	6.8	6
11.6	4	7.6	6.8	6.8	6.4	6.8	6.4	6
11.2	4	7.2	6.4	6.4	6.4	6.4	6.4	6
10.8	3.6	6.8	6.4	6	6	6.4	6.4	5.6
10.4	3.6	6.4	6	5.6	5.6	6	6.4	5.6
10	3.6	6	5.6	5.6	5.6	5.6	6	5.6
9.6	3.6	5.6	5.6	5.6	5.6	5.6	6	5.6
9.2	3.6	5.6	5.6	5.6	5.6	5.6	5.6	5.6
9.2	3.6	5.6	5.6	5.6	5.6	5.6	5.6	5.2
9.2	3.6	5.6	5.6	5.6	5.2	5.6	5.6	4.8
9.2	3.6	5.6	5.6	5.2	5.2	5.6	5.6	4.8
9.2	3.6	5.6	5.2	5.2	5.2	5.6	5.6	4.8
9.2	3.6	5.6	5.2	5.2	5.2	5.6	5.2	4.8
9.2	3.6	5.6	5.2	5.2	5.2	5.6	5.2	4.8
9.2	3.6	5.6	5.6	5.2	5.2	5.6	5.6	4.8
9.2	3.6	5.6	5.6	5.2	5.2	5.6	5.6	4.8
9.2	3.6	5.6	6	5.6	5.2	5.6	5.6	4.8
9.2	3.2	5.6	6	5.6	5.2	6	5.6	4.8
9.2	3.2	6	6.4	6	5.6	6	5.6	4.8
8.8	3.2	6.4	6.8	6	5.6	6.4	5.6	4.8
8.4	3.2	7.2	7.2	6.4	5.6	7.2	6	5.2
8.4	3.2	7.6	7.6	6.8	5.6	7.6	6	5.2
8.4	3.2	8	8	6.8	6	8	6.4	5.6
8.4	3.2	8.4	8.4	6.8	6	8	6.8	5.6
8.4	3.6	8.8	8.8	7.2	6	8.4	6.8	5.6
8.4	3.6	9.2	9.2	7.6	6.4	8.8	7.2	5.6
8.4	3.6	9.6	9.6	7.6	6.8	9.2	7.6	6
8.4	3.6	10.4	9.6	7.6	6.8	9.6	7.6	6
8.4	3.6	10.8	10	8	7.2	10	8	6
8.8	3.6	11.2	10.4	8	7.2	10	8	6
9.2	3.6	11.2	10.8	8.4	7.6	10.4	8.4	6.4
9.2	3.6	11.6	10.8	8.8	7.6	10.4	8.4	6.8
